Nombre Completo,Pago
Eliezer,Ramírez,2651.27
Johana,Tapia,4019.12
Isaí,Vega,327.96
Natalia,Ayala,1243.2
Ahtziri,Larsen,3305.0099999999998
Pamela,Nuño,4717.7
Jaime,Peña,305.1
Ana,Acosta,123.41
Ana,Loza,1852.2
Mariana,Maciel,613.95
Lorena,Gómez,465.6
Maria,Rodríguez,820.8000000000001
Mauro,Ruíz,947.2900000000001
Elvira,Moreno,200.48999999999998
Adriana,García,2272.22
Antonio,Castañeda,1634.29
Natalia,López,1759.5
Thanusha,Rodríguez,2170.56
Alejandro,Villa,4650.0
Bibiana,Cortés,286.52
Héctor,González,408.32
Luis,Castillo,640.15
Gabriela,Ponce,1004.1600000000001
Marcela,Alejandre,746.25
Jonathan,Quintero,3807.84
Diego,Parra,1401.54
Julio,Saldívar,1435.98
Daniela,Morales,190.98
Nicole,Tirado,265.2
Susana,López,1068.48
Alejandra,Arteaga,90.3
Andrea,Pelayo,1707.48
Oscar,Martínez,2410.77
Estefanía,Chávez,2585.25
Itzel,Ramírez,3378.0
Ilse,Campos,1621.08
Elsie,Rodríguez,1686.0
Carlos,Díaz,1192.05
Luis,Tirado,3669.37
Omar,Amezcua,4144.08
Andrea,Ruelas,1911.21
Ruben,Davalos,371.04
Mariana,Cerda,1109.8700000000001
Carlos,Martínez,790.53
Carlos,Alvarado,333.54
Sophie,Orozco,6073.92
Juan,Candanedo,2038.89
Roberto,Navarro,7296.960000000001
Jesus,Garcia,1178.9499999999998
Bruno,Azurdia,2649.12
Eduardo,Gonzalez,2580.16
María,Espinosa,6566.400000000001
Alejandro,Cervantes,312.96
Paulina,Ortíz,1452.72
Pablo,Moncayo,73.66
María,Aviña,4341.88
David,Sosa,3328.2299999999996
Javier,Fernández,4.95
Cesar,Reyes,1803.75
Elia,Huerta,3288.8799999999997
Jorge,Garciarce,3610.7999999999997
Alexis,Ortega,4682.34
Andrea,Arias,3489.86
Andrea,Montero,4854.92
Ivan,Aguilar,301.14
Edith,Arredondo,1491.75
Celso,Garnica,3202.5099999999998
Francisco,Guzmán,3518.1000000000004
Cynthia,Palomino,89.7
Jose,Pérez,2487.75
José,Gómez,2391.72
Juan,Magaña,3775.98
Alejandra,Basualdo,373.8
Yvonne,Segura,1339.56
Ana,Ayala,5564.4
Estefanía,Sánchez,2224.56
Ruben,Gentry,6840.900000000001
Diego,Godinez,4875.009999999999
Ernesto,Foronda,3016.75
Orlando,Osuna,1515.72
Gina,Moncada,2048.4
Esteban,Osuna,805.0699999999999
Miguel,Ruiz,416.64
Marcelo,Cabanillas,2879.04
Mirna,Yeo,6115.72
Lari,Gutiérrez,1686.6499999999999
Jose,Ortega,2833.1800000000003
Solagne,Bautista,4370.599999999999
Cedric,García,5118.12
Maria,Galaviz,2831.7599999999998
Raquel,Acuña,3016.23
Natalia,Hernández,717.57
Ana,García,1344.5800000000002
Ricardo,Hernández,6398.34
Maria,Navarro,902.7
Mariana,Gangoiti,2116.0
Fernando,Ochoa,4376.9
Carlos,Verduzco,2657.25
María,Sotelo,1755.9499999999998
Roberto,López,1006.0500000000001
José,Ramírez,2963.8
Ricardo,Abundis,1084.14
Jesus,Delgadillo,4943.92
Marcela,Valenzuela,2620.44
Pablo,Salcedo,8458.59
Edna,Gaxiola,3976.89
Héctor,Morales,745.8
Manuel,Gocher,3050.52
María,Sánchez,928.72
Karen,Corrales,3523.5899999999997
Ignacio,Arellano,660.25
Ana,González,2539.0
Elvia,Sánchez,6999.71
Bryann,Velasco,1381.05
Alejandro,Espinoza,5190.040000000001
Jacqueline,Guerra,6178.04
Paola,Aguilar,3300.08
Ever,Martínez,582.12
Nancy,Verdugo,2257.7400000000002
Edgar,Ibarra,834.1
José,Chang,1126.3
Bernardo,Ramírez,6608.14
Elizabeth,Neri,372.81
Luis,Peñuñuri,1129.2
Jessel,Flores,1479.0
Kevin,Solórzano,154.70000000000002
Mariana,Ibarra,7033.98
Claudia,Mercado,1158.78
José,Olivares,4489.58
Abril,Torres,4912.799999999999
Francisco,Chávez,1899.0
María,Aceves,1915.05
Nancy,González,494.02
Lizeth,Zermeño,1550.93
Noemi,Velarde,2106.7799999999997
Claudia,Ortiz,8849.41
Armando,Park,2933.06
Genesis,Suarez,6139.969999999999
Ana,Villaseñor,81.94
Anali,Escoto,6802.889999999999
Gerado,Campos,1921.68
Arturo,Orozco,1050.3
León,Guzmán,5177.7
Pedro,Villegas,1952.64
Lino,Villegas,2095.34
Camila,Aguirre,2968.44
Gabriel,García,1678.32
Pamela,Dubois,2550.0
Maryan,Camarena,1397.52
Gladys,Ortigoza,3552.78
Andrés,Ruiz,4029.9
Guadalupe,Corral,4808.5
Diana,Covarrubias,4177.26
Axel,Aguirre,3081.6
Ernesto,Lindsay,2456.06
Idalia,Armenta,2375.0
Rogelio,Gaertner,5090.65
Aremmy,Wosch,4785.6
Luis,Sletten,800.16
Karem,Renovato,2445.59
Alvaro,Cánovas,9256.23
Ana,Hübner,472.5
Jacobo,Jimenez,257.7
Andrea,García,2127.93
Iván,Ramírez,4453.8
Andres,Ceseña,3273.82
Gerardo,Mayoral,1244.04
Oscar,Campos,1902.98
Jonathan,Magaña,4188.12
Bruno,Magaña,1269.45
Alejandro,González,822.5899999999999
Rubén,Suárez,94.86
José,Chalé,2094.32
Andrea,Castaño,1431.04
Sebastián,Ramos,4349.71
Emanuel,Parra,2865.2799999999997
Gabriela,Sánchez,4651.5
Raúl,Ron,10238.27
Miriam,Pelayo,262.0
Enrique,Orozco,4289.45
Minerva,Luna,11.700000000000001
Fabiola,Peralta,4205.5
Omar,Martínez,821.92
Arnoldo,Contreras,3165.12
José,Kaneko,791.29
Paola,Madrigal,195.84
María,López,163.28
Diego,González,2172.79
Alma,Cota,1736.5500000000002
Francisco,Reyes,3594.2599999999998
Manuel,Malfavón,699.7199999999999
Angélica,Ocampo,5422.66
Luis,Ortíz,1000.35
Diego,Solis,1881.86
Luis,Ponce,3420.6899999999996
Gabriela,Hamilton,5172.2
Alan,Schcolnik,743.76
Mayela,Ochoa,161.70000000000002
Ofelia,Zamora,2481.57
Marcela,González,863.2
Mónica,Cabrera,5365.44
Valeria,Campa,378.0
Adrián,Aguayo,3559.65
David,Juarez,1643.9499999999998
Juan,Suazo,3545.0000000000005
Luis,González,1842.46
Roxana,Alvarado,5133.57
Jenifer,Covarrubias,4900.69
Diego,Suárez,2306.48
Sandra,Arreola,1940.8000000000002
Alejandro,Cerda,1816.5
Daniela,Hernández,5010.0
Andrea,Ruiz,2591.11
María,Izquierdo,3280.72
Yabín,Sánchez,1329.4399999999998
Andrés,Berumen,447.18
María,Almaraz,4418.639999999999
Juan,Ramírez,2613.0
Samuel,Moreno,1382.04
Luisa,Cruz,3468.81
Emilio,Cruz,1938.65
Miguel,Rivera,2317.56
Krisna,Ramírez,1021.36
Jesús,Sánchez,3180.7999999999997
Rubén,Zepeda,2373.69
Giselle,Novoa,628.3199999999999
Paulina,Peña,2017.56
Gabriela,León,300.3
César,Gómez,895.1700000000001
Michelle,Martínez,3932.61
Alan,Lázaro,498.20000000000005
Fernando,González,5391.64
María,Ortiz,1350.4
Estefania,Solis,5476.8
Stephanie,Rivera,3613.26
Diego,Castellanos,6451.34
Juan,Segura,6195.42
Emmanuel,Gelves,6519.78
Andrea,Gutiérrez,7648.47
Eduardo,Frias,823.4399999999999
Juan,Peña,2741.33
Guillermo,Rodriguez,207.04999999999998
Marisol,Cárdenas,1646.82
Gabriela,Robles,1870.88
Guadalupe,Romero,599.72
Alberto,Waldner,4930.25
Mario,Hofmann,5356.8
Daniel,Meyers,2194.7999999999997
Eduardo,Ramirez,1249.5
Daniel,Pérez,3136.5
Andrés,Benayoun,1071.9
José,Mcginley,1388.6399999999999
Oscar,Liu,2901.5
Andrés,Loera,1238.8799999999999
Ana,Talman,6826.400000000001
Allan,Kupferschmid,1077.97
Gerardo,Ehm,2468.27
Karla,Grevenbrock,1222.6000000000001
Monica,Schreiber,858.0
Oswaldo,Rubertsson,974.08
Gabi,Gonzalez,2437.0499999999997
Jorge,Taheri,4884.02
Jesús,Jaensch,865.9499999999999
Juan,Kallinger,1971.6599999999999
Andrea,Bastiaansen,5631.92
Ana,Nordrup,2988.5
Erick,Faber,4573.679999999999
Maria,Tomala,2204.22
Giovanna,Vanevery,1106.07
Yanic,Fletes,1293.1200000000001
Gabriela,Freedman,1809.92
Fabio,Martínez,671.44
Luis,Hernandez,772.8000000000001
Paul,Dreiskaemper,4086.72
Andrés,Ey,2400.3
Jose,Prinz,1494.9
Arturo,Canales,1027.41
Jesús,Bernal,1014.39
María,Carrillo,450.3
Germán,Bertrand,811.42
Carlos,Frias,5347.700000000001
Sergio,Hernández,5450.25
María,Lara,1589.0700000000002
José,Galas,1.74
Arturo,Hernández,1118.0
Lourdes,López,2090.92
Maribel,Anaya,6688.219999999999
Larissa,Flores,1953.97
Andrea,González,140.76
Gabriela,Olivares,333.7
Jesus,Xia,5979.48
Sebastian,Wirtler,5913.599999999999
Victor,Schenk,2307.9300000000003
Josselyne,Ziegler,1146.9599999999998
Luis,Laureano,8504.85
Estefania,Knipfel,2551.04
Humberto,Belmont,4455.360000000001
Josue,Ngeh,933.3000000000001
Axel,Arteaga,3258.08
Francisco,Heredia,632.28
Daniel,Padilla,247.92000000000002
Cristina,Ortiz,2801.88
Arturo,Divkovic,1242.0
Luis,White,1765.1999999999998
Gabriela,Arenas,3443.75
Miguel,Monreal,1996.7099999999998
Roxana,Vergara,3171.0
Luis,Verduzco,1288.96
Carlos,Corona,2519.4
Carlos,Whitmore,2541.7599999999998
Pamela,Mcavaney,1416.24
Jose,Hamilton,1896.48
Ernie,Dobson,1329.1999999999998
César,Mora,4311.9
Michelle,Salas,2682.21
Liliana,Castillo,8724.1
Karla,Kuri,263.16
Daniela,Muzquiz,3502.7500000000005
Sergio,Herrera,4048.87
Daniel,Sax,2499.39
Fabiola,Keryell,2731.41
Estefanía,Caceres,808.52
Héctor,Urcelay,2969.47
Octavio,Magaña,3886.7700000000004
Enrique,López,5132.66
Felipe,Rivas,717.6899999999999
Martha,Noriega,187.20000000000002
Juan,Sánchez,1325.45
Abraham,Jiménez,3362.0499999999997
Itzel,Martínez,1841.62
Misael,Valdés,2039.8600000000001
Bae,Hernández,2614.29
Fernando,Iñiguez,1664.0
Eduardo,Cortes,3836.16
Karen,Petersson,3757.5
Karla,Hernández,2044.25
Julian,Collins,1987.83
Adrián,Martínez,2376.94
Oscar,Coronado,4114.88
Ana,López,4106.97
Tanya,Castillo,2003.32
Martha,Amaral,2437.02
Deborah,Pacheco,2457.2
Jennifer,Ducos,1615.3799999999999
Hector,Guillermain,680.94
Jaime,Havlíková,186.2
María,Ellis,891.0
Alfonso,Mandeville,1299.9
Ilyana,Finelle,73.25
Michaela,Tchertoff,1318.02
Brenda,Baris,1792.42
Barbara,Schultz,2617.65
Mandy,Huneault,1693.6
Brandon,Hill,2349.6000000000004
Roger,Leloutre,5062.1900000000005
Mauricio,Hayes,2243.31
Chantal,Marie,676.17
Yenesis,Sergeant,3828.7599999999998
Fernando,Hahn,3593.08
Juan,Hands,9123.9
Karla,Riley,1585.23
Mario,Unwin,2063.36
Rubén,Smith,1805.3999999999999
Diego,Rivera,2498.03
Alejandra,Nettel,6188.4
Emiliano,Barba,141.24
Gustavo,Lepe,1182.96
Daniela,Haag,797.68
Juan,Lewis,5213.67
Faviola,Cunningham,382.59999999999997
Erick,Walsh,6638.8
Regina,Juan,871.8
Martha,To,2447.64
Rafael,Larsson,1220.8
Ivan,Sanchez,3593.5200000000004
Karen,Belloir,1921.78
Jocelyn,Lepeudry,878.5600000000001
Juan,Agzenai,1740.64
Sebastián,Lindström,978.3399999999999
Ruy,Gardberg,2961.48
Miguel,Cohen,1473.1200000000001
Nicolás,Gambone,3515.7599999999998
Yuleni,Brassard,5239.15
Guillermo,Stolpe,892.8
Alfredo,Taeger,3198.44
Maria,Anthony,2972.6400000000003
Héctor,Dubourg,4799.61
Ricardo,Ritter,575.25
Betzy,Alain-franck,921.0600000000001
Marlon,Stillwell,3213.8199999999997
Juan,Appadoo,386.28000000000003
Jesus,Georges,972.64
Carlos,Hahn,1856.4
José,Boulinier,7930.0
Zita,Dupouy,2158.65
Ruth,Courtois,1328.55
Abril,Singer,6565.9
Ricardo,Pélissier-combescure,6284.72
Ivan,Hould,2671.76
Imeldo,Daviknes,6161.4
Brenda,Avilán,2722.5
Miguel,Flores,4086.46
Josemaría,Guerrero,1446.4
Patricio,Lee,1793.52
Martha,Fernandes,4091.83
Luis,Wheeler,4796.01
Viviane,Clarke,744.26
Lizeth,Ramírez,7425.96
Álida,Hernandez,2736.72
Eduardo,Hernandez,6510.150000000001
Bruno,Arce,1993.08
Fernando,Becerra,1550.0500000000002
Abigai,Plancarte,853.1600000000001
Andrea,Ramírez,5540.5
Adriana,Lupercio,353.79999999999995
Andrea,Vega,2035.2800000000002
Daniel,Meza,6603.45
Jacqueline,Paul,1955.3400000000001
Andrea,Burrup,5811.08
Andrea,Ni,1747.08
Diego,Colombain,549.86
Nora,Julien,2092.23
Andrea,Fest,7379.5
Francis,Ryan,2100.6
Germán,Damm,690.5799999999999
Priscila,Paris,3136.16
Beatriz,Clerc,2451.05
Juan,González,969.15
Andrea,Solis,812.16
Daniela,Facundo,2423.64
Maria,Ivy,3754.6200000000003
Mauricio,Friessen,4924.2
Hernan,Casale,1180.13
José,Díaz,5200.76
Tomás,Pelayo,2368.4
Jessica,Camacho,3673.92
Juan,Kennel,3953.88
Gabriela,Kaare-andersen,427.68
Paula,Werner,1268.37
Clara,Lisot,1806.3
Claire,Farías,4342.45
Lisa,Zuñiga,2148.2000000000003
Timothy,Ramirez,1118.5
Luis,Barba,5244.719999999999
Ruth,Rouchard,852.16
Sarah,Nolting,3352.17
Adrianna,Voizard,5155.5
Chenchen,Rosales,2271.39
Bernadette,Forasté,1651.26
Evelien,Soto,6395.22
Sebastian,Bazile,3885.2
Janina,Pereira,2203.0600000000004
Nils,Malik,1543.24
Lea,González,1577.6599999999999
Johan,Arias,6041.3099999999995
Daniel,Torres,2009.56
Kayvan,Silva,21.32
Heike,Macias,3060.45
Timo-alexander,Cárdenas,2080.12
Jan,Olvera,3097.5
Rosanna,López,686.16
Florence,Delgado,646.88
Karolina,Hoyos,915.04
Danielle,Royer,1028.83
Alfonso,Diaz,3844.4399999999996
Alexander,Nuñez,1240.64
Karen,Zúñiga,1900.1399999999999
