Nombre Paterno Hrs Pago
Paul Dreiskaemper 36 113.52
Andrés Ey 54 44.45
Jose Prinz 55 27.18
Arturo Canales 23 44.67
Jesús Bernal 27 37.57
María Carrillo 15 30.02
Germán Bertrand 29 27.98
Carlos Frias 53 100.90
Sergio Hernández 39 139.75
María Lara 23 69.09
José Galas 29 0.06
Arturo Hernández 40 27.95
Lourdes López 26 80.42
Maribel Anaya 43 155.54
Larissa Flores 37 52.81
Andrea González 46 3.06
Gabriela Olivares 47 7.10
Jesus Xia 52 114.99
Sebastian Wirtler 55 107.52
Victor Schenk 57 40.49
Josselyne Ziegler 27 42.48
Luis Laureano 59 144.15
Estefania Knipfel 32 79.72
Humberto Belmont 56 79.56
Josue Ngeh 51 18.30
Axel Arteaga 28 116.36
Francisco Heredia 22 28.74
Daniel Padilla 24 10.33
Cristina Ortiz 36 77.83
Arturo Divkovic 24 51.75
Luis White 24 73.55
Gabriela Arenas 29 118.75
Miguel Monreal 31 64.41
Roxana Vergara 42 75.50
Luis Verduzco 19 67.84
Carlos Corona 38 66.30
Carlos Whitmore 47 54.08
Pamela Mcavaney 28 50.58
Jose Hamilton 36 52.68
Ernie Dobson 40 33.23
César Mora 45 95.82
Michelle Salas 29 92.49
Liliana Castillo 55 158.62
Karla Kuri 51 5.16
Daniela Muzquiz 25 140.11
Sergio Herrera 49 82.63
Daniel Sax 27 92.57
Fabiola Keryell 33 82.77
Estefanía Caceres 17 47.56
Héctor Urcelay 59 50.33
Octavio Magaña 23 168.99
Enrique López 38 135.07
Felipe Rivas 47 15.27
Martha Noriega 26 7.20
Juan Sánchez 49 27.05
Abraham Jiménez 19 176.95
Itzel Martínez 22 83.71
Misael Valdés 58 35.17
Bae Hernández 21 124.49
Fernando Iñiguez 52 32.00
Eduardo Cortes 32 119.88
Karen Petersson 45 83.50
Karla Hernández 25 81.77
Julian Collins 39 50.97
Adrián Martínez 34 69.91
Oscar Coronado 44 93.52
Ana López 41 100.17
Tanya Castillo 58 34.54
Martha Amaral 54 45.13
Deborah Pacheco 20 122.86
Jennifer Ducos 38 42.51
Hector Guillermain 39 17.46
Jaime Havlíková 49 3.80
María Ellis 55 16.20
Alfonso Mandeville 35 37.14
Ilyana Finelle 25 2.93
Michaela Tchertoff 22 59.91
Brenda Baris 31 57.82
Barbara Schultz 21 124.65
Mandy Huneault 58 29.20
Brandon Hill 48 48.95
Roger Leloutre 49 103.31
Mauricio Hayes 37 60.63
Chantal Marie 33 20.49
Yenesis Sergeant 26 147.26
Fernando Hahn 43 83.56
Juan Hands 51 178.90
Karla Riley 53 29.91
Mario Unwin 26 79.36
Rubén Smith 45 40.12
Diego Rivera 23 108.61
Alejandra Nettel 54 114.60
Emiliano Barba 44 3.21
Gustavo Lepe 24 49.29
Daniela Haag 59 13.52
Juan Lewis 37 140.91
Faviola Cunningham 20 19.13
Erick Walsh 56 118.55
Regina Juan 15 58.12
Martha To 18 135.98
Rafael Larsson 28 43.60
Ivan Sanchez 46 78.12
Karen Belloir 49 39.22
Jocelyn Lepeudry 38 23.12
Juan Agzenai 22 79.12
Sebastián Lindström 22 44.47
Ruy Gardberg 37 80.04
Miguel Cohen 54 27.28
Nicolás Gambone 57 61.68
Yuleni Brassard 35 149.69
Guillermo Stolpe 16 55.80
Alfredo Taeger 28 114.23
Maria Anthony 44 67.56
Héctor Dubourg 51 94.11
Ricardo Ritter 59 9.75
Betzy Alain-franck 18 51.17
Marlon Stillwell 43 74.74
Juan Appadoo 58 6.66
Jesus Georges 16 60.79
Carlos Hahn 52 35.70
José Boulinier 50 158.60
Zita Dupouy 45 47.97
Ruth Courtois 15 88.57
Abril Singer 55 119.38
Ricardo Pélissier-combescure 52 120.86
Ivan Hould 52 51.38
Imeldo Daviknes 60 102.69
Brenda Avilán 30 90.75
Miguel Flores 34 120.19
Josemaría Guerrero 16 90.40
Patricio Lee 18 99.64
Martha Fernandes 37 110.59
Luis Wheeler 31 154.71
Viviane Clarke 17 43.78
Lizeth Ramírez 57 130.28
Álida Hernandez 27 101.36
Eduardo Hernandez 51 127.65
Bruno Arce 51 39.08
Fernando Becerra 29 53.45
Abigai Plancarte 44 19.39
Andrea Ramírez 50 110.81
Adriana Lupercio 58 6.10
Andrea Vega 38 53.56
Daniel Meza 57 115.85
Jacqueline Paul 54 36.21
Andrea Burrup 47 123.64
Andrea Ni 18 97.06
Diego Colombain 38 14.47
Nora Julien 21 99.63
Andrea Fest 50 147.59
Francis Ryan 54 38.90
Germán Damm 43 16.06
Priscila Paris 34 92.24
Beatriz Clerc 35 70.03
Juan González 21 46.15
Andrea Solis 16 50.76
Daniela Facundo 19 127.56
Maria Ivy 51 73.62
Mauricio Friessen 60 82.07
Hernan Casale 23 51.31
José Díaz 46 113.06
Tomás Pelayo 31 76.40
Jessica Camacho 43 85.44
Juan Kennel 28 141.21
Gabriela Kaare-andersen 44 9.72
Paula Werner 17 74.61
Clara Lisot 15 120.42
Claire Farías 35 124.07
Lisa Zuñiga 46 46.70
Timothy Ramirez 25 44.74
Luis Barba 39 134.48
Ruth Rouchard 16 53.26
Sarah Nolting 57 58.81
Adrianna Voizard 50 103.11
Chenchen Rosales 33 68.83
Bernadette Forasté 26 63.51
Evelien Soto 54 118.43
Sebastian Bazile 40 97.13
Janina Pereira 59 37.34
Nils Malik 41 37.64
Lea González 59 26.74
Johan Arias 33 183.07
Daniel Torres 28 71.77
Kayvan Silva 41 0.52
Heike Macias 27 113.35
Timo-alexander Cárdenas 34 61.18
Jan Olvera 42 73.75
Rosanna López 36 19.06
Florence Delgado 52 12.44
Karolina Hoyos 19 48.16
Danielle Royer 47 21.89
Alfonso Diaz 59 65.16
Alexander Nuñez 32 38.77
Karen Zúñiga 33 57.58
